Age,Income,Outage_sec_perweek,Gender_Male,Gender_Nonbinary,Area_Suburban,Area_Urban,InternetService_Fiber Optic,InternetService_None,Phone_Yes,OnlineSecurity_Yes,DeviceProtection_Yes,StreamingMovies_Yes,OnlineBackup_Yes,Churn
73,9228.24,9.481238,0,0,0,0,0,1,1,0,1,0,0,0
41,44016.3,11.24877,0,0,0,0,1,0,1,0,1,1,0,0
72,50092.12,10.4055,0,0,1,0,0,1,1,0,0,0,1,0
30,27824.15,12.13663,0,0,0,1,0,0,1,0,1,1,0,1
69,75598.51,13.44801,0,0,0,1,1,0,1,0,1,1,1,0
88,55921.75,7.02401,1,0,0,1,0,0,1,1,0,1,0,0
85,39894.55,11.46498,0,0,1,0,0,1,1,0,0,0,0,0
75,30874.05,6.520003,1,0,0,0,0,0,1,0,0,1,1,0
60,17244.42,12.4286,0,0,1,0,1,0,1,1,0,1,1,0
72,84232.65,11.91924,0,0,0,0,0,0,1,0,1,0,0,0
39,23712.94,6.612532,1,0,0,1,1,0,1,0,0,0,1,0
32,33644.05,9.354827,1,0,1,0,0,0,1,0,0,0,1,0
57,3503.09,12.62767,1,0,1,0,0,0,1,1,0,0,1,0
24,36091.7,12.18643,0,0,1,0,1,0,1,1,0,0,0,0
22,17784.55,14.5524,0,0,1,0,0,0,1,0,0,1,1,1
48,13154.05,13.8576,0,0,0,1,1,0,0,0,0,0,0,0
40,66923.76,13.47098,1,0,1,0,1,0,1,0,1,1,1,0
56,31670.94,9.311366,1,0,0,1,1,0,1,0,0,1,0,0
85,32076.56,11.14911,0,0,0,1,0,0,1,0,1,0,1,0
35,22206.84,9.240966,0,0,1,0,1,0,1,1,0,1,0,0
20,79206.11,9.666671,0,0,0,0,0,0,1,0,1,0,1,0
49,70285.78,10.94527,0,0,1,0,1,0,1,0,1,0,0,0
52,22831.25,7.665977,0,1,0,0,0,1,1,1,0,0,0,0
31,27303.52,5.256893,0,0,0,1,1,0,1,0,0,1,0,0
71,17620.71,9.372642,1,0,0,1,1,0,1,0,0,1,1,0
80,30288.0,10.98243,0,0,0,0,0,1,1,0,1,0,1,0
41,20971.45,14.98374,1,0,0,1,1,0,1,0,1,1,0,0
59,29240.82,6.291111,1,0,1,0,0,0,1,1,0,1,1,0
66,16885.35,11.46614,1,0,0,0,0,1,1,0,0,0,0,0
85,53034.08,9.758121,1,0,0,1,0,1,1,0,0,1,1,0
45,21736.61,10.73533,1,0,0,1,1,0,1,1,1,1,1,0
47,42429.53,11.43603,0,0,0,1,0,0,1,1,1,1,1,0
70,22455.73,9.829165,1,0,1,0,0,1,1,0,1,0,0,0
45,49397.39,11.74755,1,0,1,0,1,0,1,1,0,0,0,0
62,22956.29,12.2106,1,0,1,0,0,0,1,0,0,1,0,0
89,29462.18,15.35675,0,0,0,1,0,1,1,1,1,1,1,0
84,129137.2,12.77231,0,0,0,1,0,0,1,1,1,0,1,0
69,24660.29,10.76463,0,0,1,0,1,0,1,0,0,1,0,1
74,29305.13,11.25577,0,0,1,0,0,1,1,1,0,0,0,0
64,11387.58,12.52216,1,0,1,0,0,0,1,0,1,1,1,1
30,26634.93,11.30136,0,0,1,0,1,0,1,0,1,0,1,0
20,48067.5,11.11844,1,0,0,0,1,0,1,0,1,0,0,0
81,13662.88,12.01335,1,0,1,0,1,0,0,1,0,0,0,0
83,28850.5,10.03198,0,0,0,0,1,0,1,0,1,1,0,0
73,38322.59,4.529435,0,0,0,1,0,0,1,0,1,1,0,0
38,8952.88,7.350533,0,0,1,0,0,0,1,0,1,0,1,0
82,35786.6,7.857338,1,0,0,1,0,0,1,1,0,1,0,0
63,120650.1,7.709723,0,0,0,1,1,0,1,1,0,1,1,0
24,62700.71,16.12607,0,0,0,0,1,0,1,0,0,0,0,0
33,83651.89,10.7853,1,0,1,0,0,0,1,0,1,0,1,0
50,40646.53,11.93472,0,0,0,0,1,0,0,0,0,0,1,0
38,84047.13,9.766784,1,0,0,1,1,0,1,0,0,1,1,0
45,23308.57,10.83305,1,0,1,0,0,0,1,0,1,1,0,0
22,29847.48,6.026286,0,0,0,1,0,1,1,0,1,0,1,0
20,50090.84,7.301377,1,0,0,0,0,0,1,0,1,0,1,0
38,24588.03,8.08692,1,0,1,0,0,1,1,0,0,0,1,0
72,30299.76,11.01782,0,0,1,0,0,0,1,0,1,0,1,0
75,61084.32,10.68339,1,0,0,1,1,0,1,1,0,1,0,0
33,11810.84,9.949737,1,0,1,0,1,0,1,0,1,0,0,0
42,12236.83,12.9493,0,0,0,1,0,0,1,0,1,1,1,0
68,49842.25,10.92606,0,0,1,0,0,0,1,1,1,0,1,0
55,62710.74,11.95284,1,0,0,0,1,0,0,0,0,0,0,0
21,36747.32,6.172422,0,0,0,0,0,0,1,0,0,1,0,0
62,23332.27,12.75014,0,0,0,1,1,0,1,0,0,0,0,0
82,21602.16,5.397724,0,0,0,0,1,0,1,0,1,0,0,0
48,23447.42,6.719404,0,0,1,0,1,0,0,0,1,0,0,0
73,31760.65,7.497455,0,0,0,0,0,1,1,0,1,0,0,0
84,24026.7,7.072618,0,0,0,0,1,0,1,1,0,0,1,0
29,73958.51,10.46924,1,0,0,0,0,0,1,0,1,1,0,0
24,35835.58,11.41217,1,0,0,0,1,0,1,1,0,0,1,0
77,74776.99,12.35944,1,0,0,1,0,0,1,0,1,1,0,0
84,24149.71,8.245283,0,0,1,0,0,0,0,0,1,0,1,0
42,43632.29,10.67464,1,0,0,1,1,0,0,0,1,1,0,0
44,31121.82,6.342824,1,0,0,1,0,1,1,1,1,0,0,0
59,46015.65,5.46402,1,0,0,1,0,1,1,0,0,0,1,0
29,65986.37,11.7468,0,0,1,0,0,0,1,1,0,1,1,1
63,22376.88,8.56117,1,0,1,0,1,0,1,1,0,1,0,0
40,31429.51,9.708299,1,0,1,0,1,0,1,0,0,1,1,0
45,13722.8,8.413749,1,0,0,0,0,0,1,1,0,1,1,0
65,64281.28,5.201543,1,0,1,0,0,0,1,0,1,0,0,0
32,42060.33,10.21513,0,1,0,1,0,0,1,1,0,0,1,0
68,29189.81,10.08782,0,0,1,0,1,0,1,1,0,0,0,0
19,30701.55,15.024,0,0,0,1,1,0,1,1,1,0,0,0
27,15249.68,8.532717,0,0,0,1,0,0,1,0,1,0,0,0
85,9508.97,10.00317,1,0,0,0,1,0,1,1,1,0,0,0
45,17312.0,5.761471,1,0,1,0,0,0,1,0,1,0,0,0
57,21485.23,4.034332,1,0,0,1,1,0,1,0,0,0,1,0
40,85066.22,11.34395,0,0,0,1,1,0,1,1,1,1,0,0
64,19114.71,8.644135,0,0,0,0,1,0,1,1,1,1,0,0
44,18832.51,14.32986,1,0,0,1,1,0,1,0,1,0,1,0
40,44089.97,8.533249,0,0,1,0,1,0,1,1,1,1,1,0
33,54211.72,7.529241,0,0,0,1,1,0,1,0,1,0,0,0
51,9410.18,13.67766,1,0,0,0,0,1,1,0,0,1,0,0
43,47966.83,7.410372,1,0,0,0,1,0,1,0,0,1,1,0
31,34919.68,14.55526,1,0,0,0,0,0,0,1,1,1,1,1
49,20849.37,10.8566,1,0,0,1,1,0,1,1,0,1,0,0
44,61704.19,7.04916,1,0,0,1,0,0,1,0,0,0,0,0
71,24971.54,8.938447,1,0,0,1,0,0,1,0,0,1,0,1
43,83924.66,8.806253,0,0,0,1,0,0,1,0,0,1,0,0
63,51728.3,14.10584,1,0,1,0,0,0,1,0,1,1,1,0
21,45551.32,9.169596,0,0,0,1,0,0,1,0,0,1,0,0
89,56540.16,6.999282,0,0,0,0,0,0,1,0,0,1,0,0
88,42043.47,13.01754,0,0,0,0,1,0,1,0,0,0,1,0
56,19173.1,7.131485,1,0,1,0,0,0,1,0,0,0,0,0
63,28799.3,5.767712,0,0,0,1,1,0,1,0,1,0,1,0
82,14875.78,3.774342,1,0,0,1,0,0,1,0,0,1,1,0
22,53227.89,14.31488,0,0,0,1,1,0,1,0,0,0,0,0
51,52233.68,7.356317,0,0,0,0,0,0,1,1,0,0,0,0
19,14260.84,8.445707,0,0,0,1,0,1,1,1,1,1,0,0
53,26669.32,13.75076,1,0,1,0,0,0,1,0,1,0,1,0
58,33690.02,11.61319,1,0,0,0,1,0,1,0,0,1,0,0
69,80110.69,7.407723,1,0,0,0,0,0,1,0,0,0,0,0
44,33024.18,11.35147,0,0,0,1,1,0,1,1,0,0,1,0
46,26013.93,6.213658,0,0,1,0,1,0,0,1,1,0,1,0
26,91633.01,12.59861,0,0,0,0,1,0,0,0,0,1,1,1
43,22205.18,9.223647,1,0,1,0,1,0,0,0,0,1,1,0
52,20052.51,6.789265,0,0,0,0,1,0,1,0,1,0,0,0
75,16957.75,10.40864,0,0,1,0,0,1,1,1,0,1,0,0
52,21008.54,9.382813,0,0,1,0,0,1,0,1,1,1,1,0
28,48983.82,5.233566,0,0,0,0,0,0,1,0,0,1,0,0
54,12520.32,11.35495,1,0,0,1,0,0,1,0,0,0,1,1
22,35851.6,15.29426,1,0,1,0,0,1,1,0,0,0,0,0
20,6594.2,9.316329,0,0,0,1,0,1,1,0,0,1,1,0
86,74321.03,11.1117,0,0,0,0,1,0,1,0,1,1,1,0
88,63461.18,10.84728,0,0,1,0,0,0,1,1,1,0,1,0
37,25922.49,9.865503,0,0,0,0,0,0,0,0,1,0,1,0
60,10026.66,7.4962,1,0,1,0,0,1,1,0,1,1,0,0
54,7806.55,7.454395,0,0,1,0,1,0,1,0,1,0,0,0
20,25167.86,12.43508,0,0,0,0,1,0,1,0,1,1,1,0
47,38354.6,6.028391,1,0,0,1,1,0,1,0,0,1,0,0
47,40906.5,17.27337,1,0,0,1,0,0,1,1,0,1,0,0
43,93721.48,10.80713,1,0,1,0,0,1,0,0,1,1,1,0
31,55913.69,8.341462,0,0,1,0,0,1,1,0,1,1,1,1
29,37830.82,10.93146,0,0,0,1,0,1,1,0,0,1,1,0
26,42863.75,9.519547,1,0,1,0,1,0,1,0,0,1,0,0
31,26804.03,10.79225,1,0,0,1,0,0,1,0,1,1,1,0
45,31973.61,4.973668,0,0,0,1,0,0,0,0,1,1,0,0
60,44988.59,10.19477,1,0,0,1,0,0,0,0,0,1,0,0
22,23388.8,5.480291,1,0,0,0,1,0,1,0,1,1,0,0
40,60472.35,15.62886,0,0,1,0,1,0,1,0,1,0,1,0
56,27285.93,9.460242,0,0,0,0,1,0,1,0,1,1,0,0
38,20626.02,10.05784,1,0,1,0,0,1,1,0,0,0,0,0
67,78119.96,7.944754,0,0,0,0,0,0,0,0,0,1,0,0
52,56339.53,11.24743,1,0,1,0,0,1,1,1,0,1,1,0
60,9104.94,11.17089,1,0,0,0,0,1,1,0,1,1,1,0
18,27120.26,5.733455,0,0,0,1,0,1,1,0,1,0,1,0
43,17914.7,10.98961,0,0,1,0,0,1,1,0,0,0,0,0
61,12939.7,8.480499,1,0,0,0,1,0,1,0,1,1,0,0
70,9664.08,11.95636,0,0,1,0,0,0,1,0,0,1,1,0
60,16416.66,4.069613,1,0,0,0,1,0,1,1,0,1,1,0
26,23084.24,9.693526,0,0,0,1,1,0,1,1,0,0,0,0
31,45747.52,5.898074,0,0,0,1,1,0,1,0,1,0,0,0
50,30988.8,9.021308,0,0,1,0,1,0,1,0,0,0,1,0
59,35216.42,11.30515,1,0,0,1,1,0,1,0,1,1,1,0
47,31126.75,16.72972,0,0,0,1,1,0,1,0,0,1,1,0
71,5886.98,8.879706,0,0,1,0,1,0,1,1,0,1,1,0
61,54187.79,10.49813,0,1,1,0,1,0,1,1,1,0,1,0
45,78750.79,6.908099,0,0,0,0,0,1,1,0,1,0,1,0
22,19269.56,11.99626,0,0,0,0,1,0,0,0,0,1,1,0
82,23264.27,12.08807,1,0,0,1,1,0,1,0,0,1,0,0
48,18706.57,11.53278,0,0,0,1,0,0,1,1,1,0,0,0
73,71035.64,10.29175,0,0,0,0,0,0,1,0,1,1,0,0
32,33132.71,11.94581,1,0,0,0,0,0,1,0,1,0,1,0
73,43155.28,8.759467,0,1,0,0,1,0,1,0,0,1,1,0
84,9285.81,8.965115,0,0,0,1,0,1,1,0,0,1,0,0
32,12685.22,12.61882,1,0,0,0,1,0,1,0,1,1,0,0
72,10507.86,13.35731,0,0,1,0,0,1,1,0,0,1,0,0
58,61921.51,14.03725,0,0,1,0,1,0,1,0,1,0,0,0
59,12642.1,10.83426,1,0,0,0,0,1,1,0,1,0,1,0
39,10098.02,14.93874,1,0,0,0,1,0,0,0,0,0,0,0
77,50725.09,7.418985,0,0,1,0,0,1,1,1,1,0,1,0
85,25381.91,13.05308,0,0,1,0,0,1,1,1,1,0,0,0
37,47101.05,8.136004,1,0,0,0,1,0,1,1,0,0,0,0
84,83714.17,13.31206,1,0,0,1,0,1,1,1,0,1,1,0
78,14281.24,13.14435,1,0,0,1,1,0,1,1,1,0,1,0
89,85041.89,13.66314,1,0,0,1,1,0,1,0,1,1,0,0
61,70236.87,12.8524,0,0,0,0,0,0,1,1,0,1,0,1
38,32537.12,9.195188,0,0,1,0,0,0,1,1,0,0,0,0
36,12746.57,4.440377,0,0,0,1,1,0,1,0,1,0,1,0
85,29898.21,5.247803,1,0,0,0,0,0,1,0,0,0,0,0
23,26100.78,12.59805,0,0,1,0,0,0,1,0,1,0,0,0
53,17127.79,7.827218,0,0,0,0,0,0,1,0,0,1,1,1
19,55417.55,9.331595,0,0,0,1,1,0,1,1,1,1,1,0
32,49730.51,8.49151,1,0,0,1,0,0,1,0,1,1,1,0
57,20111.05,14.07713,1,0,0,0,1,0,1,0,0,1,0,0
23,59388.85,9.690484,0,0,0,1,0,0,1,0,0,1,1,0
64,12673.03,13.55014,0,0,0,1,1,0,0,0,1,1,0,0
62,58388.73,11.49632,1,0,0,0,1,0,1,0,1,0,0,0
20,47122.74,9.060579,0,0,0,1,1,0,1,1,1,1,0,0
43,36586.61,12.6855,0,0,0,0,1,0,1,0,0,0,1,0
77,38413.81,10.85134,0,0,1,0,0,0,1,1,0,1,0,0
75,46120.24,10.23789,0,0,1,0,1,0,1,0,0,0,1,0
47,34469.78,11.85962,0,0,0,1,1,0,1,0,0,0,1,0
26,4600.87,8.645631,1,0,1,0,1,0,1,1,0,0,0,0
80,58012.2,14.33285,0,0,0,1,0,0,1,1,1,1,1,1
74,47188.49,12.06297,0,0,0,1,0,0,1,0,0,0,1,0
80,92144.09,10.34145,0,0,1,0,0,1,1,1,0,1,0,0
19,55419.79,12.23706,1,0,1,0,0,0,1,1,0,0,1,0
69,39652.64,7.607985,0,0,0,0,1,0,1,0,0,0,0,0
31,61508.68,13.5414,1,0,0,1,0,0,1,0,0,1,1,1
24,69309.0,4.327137,0,0,0,1,0,1,0,0,1,1,1,0
40,8947.57,9.048196,0,0,1,0,0,1,0,0,0,1,1,0
68,11541.68,8.646012,0,0,1,0,1,0,1,0,1,1,0,0
85,101766.0,11.27661,1,0,1,0,0,1,1,0,1,1,1,0
64,8937.69,8.238826,1,0,0,0,1,0,1,1,0,1,0,0
89,56462.8,11.82888,0,0,1,0,0,1,1,1,1,0,1,1
53,68939.17,11.27782,1,0,1,0,0,0,1,1,0,1,0,0
28,28748.12,12.84371,1,0,0,1,0,0,1,0,1,0,1,0
25,48231.57,9.604386,0,0,0,0,0,0,1,1,0,0,0,0
24,59523.54,9.809329,1,0,0,0,0,0,1,0,0,0,0,0
81,59907.44,13.34997,0,0,0,1,0,0,1,1,0,0,1,0
28,32205.64,10.27543,1,0,0,1,1,0,1,0,0,0,0,0
29,33341.83,7.397684,0,0,0,0,0,0,1,0,0,1,1,0
22,45197.21,8.987561,0,1,0,1,1,0,1,1,0,1,0,0
42,61262.44,14.56695,1,0,0,0,0,0,1,0,1,1,0,0
86,5024.61,9.35316,1,0,1,0,1,0,1,0,0,0,1,0
63,81034.18,5.613144,0,0,0,1,1,0,1,1,0,1,0,0
44,59317.06,12.88774,1,0,0,0,1,0,0,0,1,1,0,0
80,61544.69,10.16994,0,0,0,0,1,0,1,0,1,1,1,0
23,15449.69,9.112086,1,0,0,0,0,0,1,0,1,1,0,0
58,22663.39,9.329606,0,0,0,1,0,0,0,0,1,0,0,0
74,63404.51,7.689755,1,0,1,0,1,0,1,0,0,0,0,0
80,27678.71,7.18515,1,0,0,0,0,1,1,0,0,1,0,0
35,24176.28,7.790259,1,0,1,0,1,0,1,0,0,0,0,0
53,29779.57,15.20933,0,0,0,0,1,0,1,0,0,1,1,0
27,13257.09,8.241226,1,0,1,0,1,0,1,0,1,0,0,0
18,57469.38,13.72489,1,0,0,0,0,0,0,0,1,1,0,0
85,23511.16,10.81443,1,0,0,0,0,1,1,0,0,0,1,0
39,33180.77,10.11142,0,0,1,0,1,0,1,1,0,1,1,0
36,14718.58,7.44039,0,0,0,0,0,1,1,0,0,1,1,0
53,19974.83,11.81524,1,0,1,0,0,1,1,0,1,0,1,0
89,22097.72,12.82879,0,0,0,0,1,0,1,0,1,1,0,0
78,25438.16,6.295927,0,0,1,0,1,0,1,1,0,1,0,0
35,13706.02,6.259093,0,0,1,0,0,0,1,0,0,1,0,0
69,15364.14,13.89208,1,0,0,0,0,0,0,0,0,1,1,0
57,24065.76,14.12367,1,0,0,0,1,0,1,0,0,0,0,0
44,25015.89,7.268816,0,0,0,1,0,1,1,0,0,0,1,0
19,25785.57,15.05112,1,0,0,0,0,1,1,0,0,0,0,0
19,6551.44,9.262983,1,0,0,1,0,1,1,0,0,0,1,0
21,6918.31,13.39688,1,0,1,0,0,1,1,0,0,0,0,0
31,51290.56,11.05776,1,0,0,0,1,0,1,0,1,1,1,0
82,30980.48,11.42347,1,0,1,0,0,1,1,0,1,1,0,0
40,13585.86,11.34243,1,0,0,1,1,0,1,0,0,1,0,1
67,83791.29,11.47314,1,0,0,0,1,0,1,1,0,0,1,0
27,59112.62,8.338588,0,0,1,0,0,0,1,0,1,1,1,0
70,17199.86,12.16386,0,0,1,0,1,0,0,1,1,0,1,0
41,95535.14,3.181208,1,0,0,0,1,0,1,1,0,0,1,0
33,54873.78,8.39826,1,0,0,1,0,0,1,0,0,1,1,0
32,11048.74,13.0051,0,0,0,0,0,1,0,0,1,1,1,0
66,16603.16,8.173983,1,0,0,1,0,0,1,0,1,0,0,0
52,10827.73,6.262775,1,0,0,0,0,0,1,1,1,0,0,0
67,35829.24,10.17359,0,0,1,0,0,0,1,1,0,1,0,0
46,24603.58,14.27599,0,0,0,1,1,0,1,1,1,1,0,0
38,15693.44,5.307312,0,0,0,1,0,1,1,0,0,1,0,0
58,99537.72,8.301006,0,0,0,1,1,0,1,0,0,0,1,0
68,60661.46,8.760586,0,0,1,0,1,0,1,0,0,1,0,0
79,65509.93,11.76569,0,0,0,0,1,0,1,1,0,1,0,0
71,70135.92,11.64063,0,0,0,0,0,0,0,1,0,0,0,0
37,40132.21,16.10566,1,0,1,0,0,1,1,0,1,1,1,0
62,46279.7,15.00104,0,0,0,0,1,0,1,1,0,1,1,0
66,6649.53,5.254926,1,0,0,1,1,0,1,1,1,0,1,0
41,26043.65,13.4417,1,0,1,0,1,0,1,1,0,0,1,0
32,28696.57,10.26758,1,0,0,0,1,0,1,0,0,0,0,0
74,26034.88,7.782504,0,0,0,0,1,0,1,0,0,1,1,0
53,24044.95,7.207527,0,0,0,0,0,0,1,0,0,1,0,0
58,27934.32,8.781493,0,0,0,1,1,0,1,1,0,0,0,0
40,50420.55,8.483329,0,0,1,0,0,0,1,1,0,0,0,0
74,43767.23,11.09561,0,0,0,0,0,0,1,0,0,0,1,0
56,151312.2,7.587497,1,0,1,0,0,0,1,0,1,0,1,0
56,135891.8,2.475863,0,0,1,0,0,0,1,0,0,0,1,0
88,39157.83,14.46971,0,0,0,0,1,0,1,0,1,0,0,0
75,30009.55,7.352787,0,0,0,0,1,0,1,0,1,0,0,0
40,25697.08,14.22619,1,0,0,1,1,0,0,0,0,1,1,0
37,52076.3,10.05372,0,0,1,0,0,0,1,0,0,0,0,0
71,26166.52,8.908092,0,0,1,0,1,0,1,0,1,1,0,0
25,24314.0,12.43375,0,0,0,0,0,0,1,0,1,0,1,0
47,11043.16,5.371609,0,0,0,1,0,0,1,0,1,0,1,0
28,15392.91,3.116499,1,0,1,0,0,0,0,1,0,1,0,0
22,102059.0,4.921819,1,0,1,0,0,0,0,0,1,0,0,0
57,26412.61,6.837113,0,0,0,0,1,0,1,1,0,1,1,0
30,31313.02,4.455634,1,0,0,0,0,1,1,0,0,1,0,0
41,11825.53,10.03289,0,0,0,0,0,0,1,1,0,0,0,0
70,8288.76,10.9674,0,0,0,1,0,0,1,0,0,1,1,0
70,21486.26,9.593769,1,0,1,0,0,0,1,1,1,1,0,0
79,37900.97,11.95593,0,0,0,0,0,0,1,0,0,0,1,0
45,146518.2,3.948867,0,0,0,0,0,0,1,1,0,1,0,0
84,66644.71,11.65083,0,0,1,0,0,0,1,0,1,0,1,0
64,45129.46,7.787097,0,0,0,1,0,1,0,0,0,1,1,0
72,7128.29,8.729086,0,0,1,0,1,0,1,1,0,0,0,0
76,16955.06,8.741713,0,0,1,0,1,0,1,1,1,1,0,0
38,18442.57,9.647321,0,0,0,1,1,0,1,1,0,1,0,0
57,54514.78,12.0364,0,0,0,0,0,1,1,1,0,0,0,0
52,56361.66,9.002991,0,0,1,0,0,0,1,1,0,1,0,0
66,13899.94,11.31545,0,0,0,1,0,0,1,0,0,0,0,0
50,57938.61,13.50422,0,0,1,0,0,0,1,0,0,1,0,0
58,50217.64,4.706556,1,0,0,0,0,0,1,1,0,0,0,0
85,32092.18,9.357409,1,0,0,1,0,0,1,0,0,0,1,0
80,13502.99,9.762221,0,0,0,1,1,0,1,0,0,0,1,0
40,43597.63,8.752186,1,0,1,0,0,1,1,0,0,0,0,0
50,18822.77,8.674461,1,0,1,0,0,0,1,1,0,1,0,0
32,17922.3,19.71756,0,0,1,0,0,1,1,0,1,1,1,1
68,39975.25,11.55985,0,0,0,0,1,0,1,1,1,1,1,0
33,8573.56,7.027825,1,0,0,1,0,0,1,0,0,0,1,0
30,25898.82,9.994627,1,0,1,0,0,0,1,0,1,1,1,0
81,73761.25,6.47772,0,0,1,0,0,0,1,0,1,1,0,0
57,18388.61,10.23482,1,0,0,1,0,0,0,0,1,0,1,0
47,35149.7,11.20722,0,0,0,0,0,0,1,1,0,0,1,0
85,88186.92,13.66782,1,0,0,1,1,0,0,0,0,1,0,0
70,50620.18,6.037186,1,0,0,0,1,0,1,1,0,0,0,0
41,49109.27,14.51214,0,0,1,0,1,0,1,1,1,0,0,0
65,92252.71,7.66188,0,0,0,1,1,0,1,0,0,1,0,0
19,71096.34,11.16153,1,0,0,0,1,0,1,1,0,0,0,0
63,98665.78,10.55549,1,0,1,0,1,0,1,0,0,0,0,0
57,14535.4,15.44802,1,0,0,0,0,0,0,1,1,1,1,0
53,32677.84,14.39837,0,0,1,0,0,0,1,0,0,0,1,0
58,4174.13,7.143661,0,0,1,0,0,0,1,0,1,0,0,0
89,16303.01,10.52149,0,0,0,0,0,0,0,1,0,0,0,0
28,120324.8,13.34556,0,0,1,0,0,0,1,0,0,0,1,0
41,24818.42,13.11388,0,0,0,1,1,0,1,1,0,0,0,0
21,70808.33,13.33913,0,0,0,1,0,1,1,0,0,0,1,0
53,91696.0,7.889969,1,0,0,1,0,1,0,0,0,1,0,0
23,29149.52,12.69531,0,0,1,0,1,0,1,0,1,1,1,0
81,37418.19,5.607595,0,0,0,0,0,1,1,1,1,0,0,0
26,30876.58,11.75992,1,0,0,1,1,0,1,0,1,1,1,0
73,112181.6,10.63665,0,0,1,0,0,1,1,0,0,1,1,0
83,152813.5,12.19182,1,0,0,0,0,0,1,0,1,0,0,0
63,10621.15,9.190279,0,0,0,0,0,1,1,0,0,0,1,0
63,8972.5,13.38781,0,0,0,0,0,1,1,1,0,0,0,0
42,94042.03,12.10338,1,0,0,1,1,0,1,0,1,1,0,0
89,28391.83,20.62504,0,0,1,0,0,1,1,0,1,1,0,0
31,17575.29,5.925463,0,0,0,1,0,0,0,0,1,0,1,0
51,25201.18,8.329768,1,0,0,0,0,0,1,0,0,1,0,0
69,54342.87,14.34346,0,0,0,0,0,0,1,0,1,1,0,0
84,53466.67,10.64577,1,0,1,0,1,0,1,0,1,1,1,0
80,34188.58,11.43863,0,0,0,0,0,1,1,0,0,0,1,0
56,63774.11,10.0948,0,0,0,0,0,0,1,0,0,1,0,1
45,28847.47,11.28389,1,0,0,1,0,1,0,0,1,0,0,0
85,33806.39,17.55118,0,0,0,0,1,0,1,0,0,0,0,0
78,141362.6,9.366098,0,0,0,0,0,1,1,0,0,0,1,0
27,49543.37,7.804234,0,1,0,1,0,0,1,1,1,0,1,0
20,13371.2,2.245181,0,0,0,1,0,0,1,0,0,0,1,0
75,45064.51,11.29978,0,0,1,0,0,1,1,0,1,0,0,0
26,131834.1,12.36268,1,0,1,0,1,0,1,1,0,0,0,0
89,19680.77,11.31582,1,0,0,0,0,0,1,0,1,0,0,0
29,50297.06,9.560116,0,0,0,1,1,0,0,0,0,1,0,0
27,27758.51,8.999013,0,0,0,0,0,0,1,0,1,0,1,0
82,9073.21,9.490555,0,0,0,0,0,0,1,0,1,1,1,0
71,8192.25,10.78865,1,0,1,0,1,0,1,0,1,1,0,0
40,9710.42,12.7476,0,0,1,0,1,0,1,0,1,0,1,0
87,20562.72,10.91183,1,0,0,1,1,0,1,1,1,0,1,0
19,53165.55,7.997538,0,0,0,1,1,0,1,0,1,0,1,0
33,16470.19,10.05697,1,0,0,0,1,0,1,1,1,1,1,1
60,9801.15,11.34653,0,0,1,0,1,0,1,1,0,1,0,0
42,34084.03,9.269101,0,0,1,0,0,0,1,0,0,1,0,0
23,12587.71,8.21878,0,0,0,0,0,0,1,1,0,0,0,0
83,18470.36,14.89325,0,0,1,0,0,1,1,0,0,1,0,0
65,34869.71,10.62745,1,0,1,0,1,0,1,0,0,0,0,0
26,55959.96,6.266123,1,0,0,0,0,1,1,1,0,1,0,0
84,15431.03,13.93978,1,0,0,1,1,0,0,0,1,1,1,0
52,11609.43,10.20567,0,0,1,0,0,1,1,0,0,0,0,0
29,87107.32,8.49259,0,0,0,1,1,0,1,0,1,0,0,0
63,32521.54,8.387455,0,0,0,1,1,0,1,0,1,1,1,0
81,55565.75,7.200426,0,0,1,0,0,0,1,1,1,0,0,0
67,43915.77,9.413829,1,0,0,0,1,0,1,1,0,1,0,1
80,30844.7,6.324142,1,0,0,1,1,0,1,0,0,1,0,0
75,60136.7,8.938938,1,0,0,1,0,0,1,0,0,1,0,0
76,53468.72,11.24818,0,1,0,0,1,0,1,0,0,0,0,0
39,64799.95,10.57648,1,0,0,0,0,1,1,0,0,1,1,0
60,111892.6,13.33737,0,0,1,0,0,0,1,1,0,1,0,0
89,84596.35,8.402222,0,0,0,1,1,0,1,0,0,0,0,0
79,72320.92,13.06288,1,0,1,0,0,0,1,1,0,0,0,0
63,35704.68,12.13201,0,0,0,0,0,1,1,0,0,1,1,0
57,16649.73,6.824724,0,0,1,0,1,0,1,1,0,0,0,0
22,22393.09,8.116704,1,0,0,0,1,0,1,0,1,1,1,0
47,42617.19,8.850749,0,0,0,1,0,1,0,0,0,0,1,0
41,25656.47,10.77254,1,0,0,1,0,0,1,0,0,0,1,0
59,113028.1,11.3049,1,0,0,0,0,0,1,1,1,0,1,0
68,75171.75,5.960738,0,0,0,1,0,0,1,1,1,0,0,0
63,52391.66,3.362308,0,0,1,0,1,0,1,0,1,0,1,0
40,31780.88,7.779367,1,0,0,1,1,0,1,0,0,0,0,0
47,62285.3,6.657385,1,0,0,0,0,0,1,0,0,0,0,0
25,27052.82,12.05531,1,0,0,1,1,0,1,0,0,1,0,0
61,23672.57,15.46065,1,0,1,0,1,0,0,0,1,0,0,0
45,36084.05,5.803708,1,0,1,0,0,0,1,0,1,0,0,0
83,54073.62,11.16039,0,0,1,0,1,0,0,0,1,0,0,0
